Hidden units,Dropout,Batchsize,Learning rate,Crop mode,Crop overlap,Audio speed,Upsamling mode,Upsamling ratio,use mixup,use label smoothing,use focal loss,focal loss alpha,focal loss gamma,BirdNET Model version
1024,0.3,32,0.0001,center,0.0,1.0,repeat,0.5,False,False,True,0.5,2.0,V2.4
